"doc_id","sentence_id","word","brand"
98,3,"salty","bj"
98,3,"end","bj"
98,3,"eat","bj"
98,4,"nontheless","bj"
98,5,"hope","bj"
98,5,"buy","bj"
99,1,"sweet","bj"
99,1,"great","bj"
99,2,"buy","bj"
99,2,"couple","bj"
99,2,"time","bj"
99,2,"taste","bj"
99,3,"feel","bj"
99,3,"like","bj"
99,3,"choc","bj"
99,3,"leave","bj"
99,4,"gross","bj"
99,4,"bummer","bj"
99,4,"price","bj"
101,1,"buy","bj"
101,1,"time","bj"
101,1,"great","bj"
101,2,"time","bj"
101,2,"dollop","bj"
101,2,"top","bj"
101,3,"time","bj"
101,3,"small","bj"
101,3,"dollop","bj"
101,4,"like","bj"
101,4,"bit","bj"
101,5,"disappointed","bj"
103,1,"allergic","bj"
103,1,"coco","bj"
103,1,"find","bj"
103,1,"tasty","bj"
103,1,"hassle","bj"
103,2,"thankfully","bj"
103,2,"moon","bj"
103,3,"problem","bj"
103,3,"find","bj"
103,3,"store","bj"
103,3,"search","bj"
104,1,"time","bj"
104,1,"buy","bj"
104,1,"pint","bj"
104,2,"excited","bj"
104,3,"immediately","bj"
104,3,"notice","bj"
104,3,"lack","bj"
