"doc_id","word","brand"
76,"flavor","bj"
76,"love","bj"
76,"sweet","bj"
76,"adore","bj"
76,"blonde","bj"
76,"piece","bj"
76,"soft","bj"
76,"chewy","bj"
76,"perfect","bj"
76,"texture","bj"
76,"delicious","bj"
76,"texture","bj"
76,"hard","bj"
76,"crumbly","bj"
76,"disappointing","bj"
76,"fluke","bj"
76,"pint","bj"
76,"store","bj"
76,"issue","bj"
77,"buy","bj"
77,"night","bj"
77,"excited","bj"
77,"great","bj"
77,"salty","bj"
77,"eat","bj"
77,"like","bj"
77,"pour","bj"
77,"shaker","bj"
77,"worth","bj"
77,"experience","bj"
81,"concept","bj"
81,"great","bj"
81,"lot","bj"
81,"key","bj"
81,"component","bj"
81,"love","bj"
81,"salty","bj"
81,"eat","bj"
81,"ingredient","bj"
81,"make","bj"
81,"taste","bj"
81,"isolation","bj"
81,"overpower","bj"
81,"everything","bj"
83,"pint","bj"
83,"throw","bj"
83,"awful","bj"
83,"taste","bj"
83,"gross","bj"
83,"chewy","bj"
83,"spit","bj"
83,"leave","bj"
83,"awful","bj"
83,"taste","bj"
83,"check","bj"
83,"date","bj"
83,"carton","bj"
83,"bad","bj"
83,"eat","bj"
85,"love","bj"
85,"flavor","bj"
85,"combo","bj"
85,"piece","bj"
85,"find","bj"
85,"dig","bj"
85,"piece","bj"
85,"middle","bj"
85,"pint","bj"
85,"disappointed","bj"
85,"taste","bj"
85,"point","bj"
85,"mess","bj"
86,"awesome","bj"
86,"love","bj"
86,"experience","bj"
86,"blondie","bj"
86,"bite","bj"
86,"excited","bj"
86,"everytime","bj"
86,"manage","bj"
86,"find","bj"
86,"small","bj"
86,"piece","bj"
86,"blondie","bj"
86,"make","bj"
86,"greyston","bj"
86,"bakery","bj"
89,"buy","bj"
89,"time","bj"
89,"buy","bj"
89,"inch","bj"
89,"bottom","bj"
89,"container","bj"
89,"ingredient","bj"
89,"star","bj"
91,"taste","bj"
91,"great","bj"
91,"potential","bj"
91,"pint","bj"
91,"buy","bj"
91,"couple","bj"
91,"blonde","bj"
91,"like","bj"
91,"expect","bj"
91,"fall","bj"
91,"short","bj"
91,"expectation","bj"
91,"justify","bj"
91,"spend","bj"
91,"pint","bj"
91,"chock","bj"
91,"full","bj"
91,"gooey","bj"
91,"goodness","bj"
92,"find","bj"
92,"store","bj"
92,"excited","bj"
92,"make","bj"
92,"home","bj"
92,"disappointment","bj"
92,"hit","bj"
92,"face","bj"
92,"die","bj"
92,"salty","bj"
92,"wow","bj"
92,"guess","bj"
92,"search","bj"
92,"perfect","bj"
92,"flavor","bj"
92,"exchange","bj"
94,"buy","bj"
94,"debut","bj"
94,"family","bj"
94,"favorite","bj"
94,"hoewever","bj"
94,"pint","bj"
94,"buy","bj"
94,"hard","bj"
94,"crunchy","bj"
94,"blondie","bj"
