doc_id,brand,X1,X2,y_dmm_5,y_kmeans_5,y_manual_5,y_dmm_10,y_kmeans_10
1,bj,-5.389359,-1.4315181,1,4,0,8,2
3,bj,-8.127377,28.357294,0,1,3,8,0
5,bj,38.823143,-21.079592,1,0,0,6,7
6,bj,-33.084026,-4.2800035,0,3,0,5,9
7,bj,-19.368626,-24.380775,2,1,3,8,8
8,bj,24.213512,-12.009422,0,0,0,5,2
9,bj,6.7357903,-38.7544,0,0,0,5,7
10,bj,-24.94407,-31.054752,2,3,0,1,8
11,bj,4.1242127,-7.2457476,3,4,0,4,2
12,bj,9.285255,15.073389,2,2,0,8,3
13,bj,-27.609055,21.483057,2,2,4,1,3
14,bj,-16.199156,-8.897152,0,4,0,5,2
15,bj,-3.1047719,40.96448,2,1,3,8,0
19,bj,-14.797704,31.069778,0,1,0,8,0
21,bj,14.494565,-38.078766,1,0,0,5,7
23,bj,3.7084572,16.907362,2,1,3,8,0
24,bj,20.621862,-32.407486,1,0,3,8,6
25,bj,12.170957,34.873936,2,2,3,6,6
26,bj,21.867424,-24.364697,1,0,0,0,7
27,bj,-31.671637,-8.809865,3,3,0,9,9
28,bj,3.2782314,36.000404,2,1,4,1,6
29,bj,-34.532234,19.470633,0,1,0,8,0
30,bj,9.899842,19.535103,0,2,3,8,3
31,bj,45.294353,18.589191,2,2,0,8,3
32,bj,5.953402,2.6037314,2,4,2,5,2
33,bj,-36.17903,-18.350588,0,3,0,7,9
34,bj,1.8702877,-5.3592534,0,4,0,8,2
35,bj,-38.490322,7.276346,1,3,0,0,9
38,bj,35.771004,-20.637625,0,2,0,5,3
39,bj,16.754639,-22.615036,0,0,0,4,7
40,bj,33.40308,-21.690586,0,0,0,8,7
43,bj,18.059017,26.251623,1,2,3,3,3
44,bj,-3.2736893,26.724773,2,1,0,1,6
45,bj,-39.061676,1.4509302,3,3,0,5,9
47,bj,-16.491104,-33.990585,3,3,0,5,9
48,bj,7.6266613,-28.488401,0,0,0,8,7
49,bj,38.0071,-20.008598,1,2,0,7,3
50,bj,-14.630167,-5.916037,4,2,0,4,3
51,bj,-33.444973,-6.3202534,3,3,0,5,9
52,bj,24.397604,-17.276167,1,0,3,8,7
53,bj,27.670525,-27.17946,2,0,4,8,7
54,bj,-28.529282,-0.0059960578,3,2,0,5,3
55,bj,-0.6529403,-13.708761,3,4,0,7,2
56,bj,-6.50303,-38.434143,2,0,0,8,7
57,bj,8.53705,-0.1721281,1,2,4,5,2
58,bj,-28.703093,-5.8997846,3,2,0,5,3
59,bj,0.40278754,-9.198925,1,4,0,7,2
60,bj,-41.3368,-16.173872,2,3,3,8,9
61,bj,40.238483,18.53671,3,2,0,0,3
62,bj,27.060507,-11.61594,0,0,0,8,7
63,bj,-3.7695515,-44.50766,0,0,0,7,7
64,bj,-5.158927,-28.256165,3,0,0,5,7
65,bj,-40.249123,-5.6304297,0,3,0,5,4
66,bj,37.999664,-19.526226,0,2,0,7,6
67,bj,35.136223,-18.407547,0,1,3,8,6
70,bj,43.795986,0.621331,2,2,0,8,3
71,bj,35.919777,-20.65387,2,2,2,5,3
73,bj,7.156442,7.5567865,2,2,0,8,6
75,bj,-12.110671,-11.328115,3,4,0,4,5
76,bj,2.2466516,-24.619308,2,0,0,1,8
77,bj,5.7713094,3.5365689,0,2,3,8,6
81,bj,28.799824,-11.869131,3,0,0,4,7
83,bj,0.3167488,6.2815366,1,2,0,6,2
85,bj,1.4122527,-26.986324,0,0,0,8,7
86,bj,19.566898,-21.377893,2,0,2,8,7
89,bj,1.3224914,34.123413,2,1,2,8,6
91,bj,4.2664695,22.178003,1,1,3,8,0
92,bj,22.837597,29.06025,0,2,0,4,3
94,bj,-2.7278948,38.6916,2,1,2,1,6
96,bj,26.971226,-12.330742,0,0,0,8,7
98,bj,-5.9847994,10.932533,0,1,0,8,6
99,bj,-3.3651197,2.4735982,1,2,0,8,2
101,bj,-0.31863698,27.352118,2,1,3,8,6
103,bj,25.864775,30.443695,0,2,0,8,3
104,bj,-8.7277,30.829573,2,1,3,8,0
106,bj,25.729782,-24.38542,0,0,3,8,7
107,bj,-29.41942,-24.30221,0,2,0,5,8
108,bj,24.567406,-6.7923584,0,0,0,5,7
109,bj,42.533848,13.575312,2,2,2,5,3
110,bj,34.717644,-16.008905,2,1,3,8,6
111,bj,28.655191,10.399934,0,2,0,8,3
114,bj,23.95129,9.742689,2,2,4,5,3
117,bj,42.40775,3.7950902,2,2,0,8,3
118,bj,-37.48134,-1.1672887,0,3,0,8,0
119,bj,-20.534174,-26.971382,2,0,0,6,8
120,bj,-15.856741,14.75766,0,1,0,8,0
122,bj,20.385025,-18.841265,2,0,3,8,7
123,bj,-10.297658,11.108189,0,1,3,8,6
125,bj,-9.724479,-42.38257,2,0,0,1,7
128,bj,-4.4563093,32.434204,2,1,3,8,6
131,bj,35.77718,-20.113173,2,0,4,8,7
135,bj,-17.324997,-37.975826,2,3,0,8,9
148,bj,-4.3696895,-32.998215,3,0,0,5,7
151,bj,-26.58096,13.728677,2,2,4,1,6
154,bj,32.467873,-21.970266,0,0,0,8,7
164,bj,25.098255,15.216117,2,2,2,1,3
170,bj,11.522755,34.821,2,2,3,3,6
174,bj,41.289524,3.9258273,2,2,0,8,3
179,bj,-26.706392,15.975668,3,2,0,7,6
180,bj,16.692602,11.144947,2,2,2,8,3
188,bj,32.413155,19.103016,2,2,4,5,3
194,bj,-21.294388,4.127818,3,2,0,0,3
195,bj,-15.9904785,0.78531647,1,2,0,7,3
198,bj,26.54606,28.771154,0,2,0,1,3
214,bj,31.875578,-29.45965,0,0,0,5,7
217,bj,-41.806187,-24.989565,3,3,0,5,9
220,bj,-38.719563,1.5974932,0,3,0,4,9
221,bj,38.803425,19.656277,0,2,0,5,3
227,bj,-14.454755,-26.256464,0,0,3,0,8
229,bj,37.29006,10.552423,1,2,0,2,3
232,bj,-24.628922,3.4368026,2,2,0,6,3
233,bj,-29.184689,3.1079383,0,3,0,0,9
234,bj,40.788662,19.212818,0,2,0,0,3
236,bj,11.805173,6.941177,0,2,0,0,3
237,bj,-37.881866,2.1168935,0,4,0,0,2
239,bj,39.041233,20.502705,0,2,0,0,3
240,bj,-22.147278,1.5281411,4,2,0,7,3
241,bj,-36.480026,-19.461788,3,3,0,4,8
242,bj,28.787165,-9.042653,0,0,2,0,7
244,bj,-5.7206936,-13.926021,0,4,0,0,2
245,bj,30.578688,12.390846,0,2,0,3,3
247,bj,-36.346638,5.003364,2,3,4,6,9
248,bj,-48.72726,-0.54573464,4,3,0,9,4
249,bj,1.5573974,31.022404,2,2,3,8,6
250,bj,18.970528,-23.53522,0,0,0,2,7
252,bj,11.981138,-7.3765936,0,2,3,0,3
253,bj,24.813265,-22.313597,0,0,0,4,7
254,bj,-24.56177,2.4391224,4,2,0,7,3
256,bj,38.871246,19.539888,0,2,0,0,3
259,bj,34.874664,16.937908,0,2,0,0,3
260,bj,33.058933,8.042239,4,2,0,6,3
262,bj,-3.4684396,-35.533573,0,0,0,7,7
264,bj,-38.73839,15.333927,2,1,0,8,0
265,bj,-13.386626,14.66441,0,2,0,6,3
266,bj,13.744502,9.672867,0,2,2,0,3
267,bj,-21.58562,5.619858,1,2,0,3,3
269,bj,37.476494,-9.618695,1,2,0,7,2
272,bj,-28.485075,10.242259,2,0,3,0,6
273,bj,3.6409497,19.334703,0,1,3,6,0
274,bj,-16.134272,12.010867,0,2,0,0,3
276,bj,-33.43219,13.9444895,0,3,3,5,9
278,bj,-14.2019205,-26.702877,0,0,0,0,7
281,bj,10.944033,4.832735,4,2,0,3,3
284,bj,40.078243,18.797812,0,2,1,0,3
286,bj,-30.94746,0.6719989,0,3,0,0,9
289,bj,40.696697,5.2641,0,2,0,5,3
290,bj,30.72525,-20.579832,0,0,0,8,7
296,bj,13.211429,-4.7506337,0,0,0,0,7
308,bj,42.18408,18.388931,3,2,4,6,3
316,bj,11.987801,6.929838,0,2,0,5,3
324,bj,7.300093,34.734898,2,2,3,1,6
332,bj,18.913145,11.709885,1,2,2,7,3
334,bj,15.573441,9.922383,0,2,2,0,3
339,bj,-19.295647,16.976522,0,1,0,0,0
343,bj,10.957028,-5.347065,0,4,0,0,2
345,bj,-9.570245,19.274036,3,0,0,5,7
346,bj,9.322674,-14.832391,3,2,0,5,2
354,bj,21.240534,28.836979,3,2,3,4,3
357,bj,-24.101809,-0.9378077,1,2,0,5,3
360,bj,-17.413023,-4.2070985,0,2,0,7,3
361,bj,-22.242945,-0.8167156,0,2,0,7,3
364,bj,14.467581,-0.9913813,0,2,1,7,3
367,bj,-9.50697,-28.956831,3,0,0,5,7
376,bj,35.978367,20.122627,3,2,0,5,3
377,bj,-15.623567,-14.694687,1,4,0,7,5
381,bj,-28.371664,-26.574568,3,2,0,0,8
390,bj,16.883915,23.617292,3,2,0,5,3
393,bj,21.392488,31.953314,0,2,0,6,6
471,bj,-13.4793825,10.936919,0,2,4,3,3
473,bj,7.5348577,-9.6706915,3,4,0,6,2
475,bj,-28.212517,-7.9426794,3,2,0,6,2
477,bj,-9.524837,12.788389,0,1,0,8,0
479,bj,4.890682,-3.1881297,3,4,0,6,2
480,bj,-6.585491,-9.906849,3,3,0,4,9
481,bj,-4.000934,-8.350966,3,4,0,4,2
483,bj,-8.192456,-24.11292,3,0,0,4,2
484,bj,42.494038,6.488908,0,2,0,0,3
485,bj,-6.3799076,-42.053696,0,0,0,8,7
490,bj,-1.5528835,-16.030016,3,4,0,6,5
491,bj,-34.66337,-1.8797154,3,3,0,0,9
492,bj,2.8485997,-16.63494,1,4,0,4,5
493,bj,-9.755756,22.428616,4,2,4,1,3
494,bj,-30.724075,-26.282537,0,2,0,4,8
495,bj,1.748202,-8.035195,1,4,0,4,2
496,bj,-15.173125,1.9110758,3,2,0,3,3
497,bj,-17.18511,-33.011997,0,3,0,2,9
498,bj,28.442162,10.012142,2,2,2,7,3
500,bj,3.3301256,1.2090666,4,4,0,4,2
501,bj,31.481012,30.711628,0,2,0,2,3
502,bj,-9.533183,-8.370543,3,4,0,6,2
503,bj,2.4016712,-8.621689,3,4,0,5,2
506,bj,-1.045822,-16.98286,3,4,0,6,5
509,bj,-1.2376153,9.119981,0,2,0,3,2
512,bj,4.822732,-8.83512,3,4,0,6,2
515,bj,0.19987343,-15.30586,1,4,0,7,5
523,bj,-2.7436023,-7.217847,1,4,0,5,2
524,bj,-18.919294,-0.39528817,0,2,1,0,3
525,bj,-7.197991,-37.80441,3,0,0,4,7
530,bj,12.6098585,0.91017294,1,2,0,8,3
531,bj,-16.571934,-4.401039,4,2,0,7,3
543,bj,-9.1334305,-14.508801,3,4,0,4,5
544,bj,-47.38502,6.4563212,3,3,0,4,4
547,bj,-46.345047,7.140884,3,3,0,4,4
551,bj,-34.9009,-19.86624,3,3,0,4,8
552,bj,-38.793053,-18.80641,3,3,0,4,4
554,bj,-36.95706,-24.222101,3,3,0,4,4
555,bj,-43.89022,8.760701,3,3,4,4,9
556,bj,-46.284176,-16.009302,4,3,0,9,4
557,bj,-36.601494,-24.756273,3,3,0,4,4
560,bj,-38.095596,-19.026588,3,3,4,4,4
562,bj,-27.399714,8.126115,1,2,4,0,3
565,bj,-28.674456,-13.213536,3,3,0,4,9
566,bj,2.5118232,-28.781252,1,1,3,8,7
571,bj,-8.067681,-14.692234,3,4,0,4,5
572,bj,26.48582,-28.417154,3,0,4,4,7
575,bj,-9.265625,-11.212232,4,4,4,4,2
576,bj,-4.565269,-4.0345054,3,4,4,4,2
578,bj,-7.7987394,-14.884514,3,4,0,4,5
579,bj,-5.9463363,-9.13115,3,4,0,4,2
584,bj,-1.4341038,-12.849401,1,4,0,0,5
588,bj,-33.5255,0.7177514,0,3,0,4,9
589,bj,24.619623,16.302523,4,2,2,4,3
590,bj,-7.8311615,-15.543843,3,4,0,4,5
591,bj,-27.485264,-21.744915,3,2,0,4,8
596,bj,27.331703,21.764668,0,2,0,7,3
599,bj,-18.837418,6.7327547,4,2,0,9,3
600,bj,-3.7550724,-4.868407,3,4,0,4,2
602,bj,-9.130616,-13.453732,3,4,0,4,5
622,bj,-1.4606453,-17.23601,3,4,0,6,5
623,bj,-42.614254,8.144244,3,2,0,4,3
624,bj,-30.252043,-3.2383072,4,3,0,3,9
625,bj,-35.414253,-4.265242,3,3,0,4,9
626,bj,-37.555244,-10.5449915,3,3,0,4,9
631,bj,-28.041872,-29.823025,3,3,0,4,8
636,bj,-29.358944,-11.149751,3,3,0,4,9
639,bj,10.917261,36.844543,3,2,3,4,6
644,bj,3.385982,-5.3549767,3,4,0,8,2
647,bj,-9.541309,-11.6675,3,3,0,4,9
650,bj,-13.972669,6.919831,1,2,0,7,3
666,bj,-1.6829089,-18.13335,3,4,0,4,5
670,bj,26.45189,28.730701,4,2,0,6,3
687,bj,-19.004276,-30.576117,3,0,0,4,7
691,bj,25.837078,15.39345,0,2,0,7,3
709,bj,-2.436081,-10.6800585,3,4,0,4,2
711,bj,-24.420279,-30.801758,1,3,0,2,9
727,bj,22.07366,20.537579,3,2,0,4,3
730,bj,-9.714195,-14.107968,3,4,0,4,5
740,bj,21.392773,20.092012,3,2,0,4,3
744,bj,-8.660281,-13.272142,3,4,0,4,2
751,bj,-25.710451,-1.3458034,3,2,0,4,3
755,bj,-36.880787,-2.2517917,3,3,0,4,9
764,bj,22.738098,4.7930827,2,2,4,9,3
775,bj,-9.176097,-6.707389,1,4,0,7,2
779,bj,2.7797444,-7.4541316,3,4,0,4,2
825,bj,8.918957,34.744915,2,2,4,6,6
840,bj,-6.5208187,22.931444,2,2,3,4,6
850,bj,6.9684625,-16.302893,4,4,0,9,5
861,bj,-15.449913,-13.733225,1,3,0,7,9
884,bj,-3.8983562,-28.925205,0,0,0,7,7
885,bj,24.43666,-3.529044,0,2,3,8,3
887,bj,26.961237,15.438103,1,2,0,7,3
890,bj,6.3466225,-6.1058846,4,4,0,9,2
893,bj,-45.079338,-7.5557313,1,3,0,7,9
897,bj,-7.3581505,-8.0500145,1,4,0,6,2
901,bj,38.5505,11.298215,3,2,2,7,3
902,bj,-42.172054,-8.265831,4,3,0,9,4
907,bj,-31.007458,-26.350954,2,2,0,2,8
908,bj,-14.496072,-5.8343415,0,2,0,8,3
909,bj,2.9829352,33.445713,4,1,3,4,6
910,bj,10.4619465,31.664486,4,2,3,1,6
911,bj,21.95779,-24.515024,1,0,0,5,7
912,bj,-17.20106,12.094535,0,2,0,7,3
913,bj,1.7562249,24.208834,4,2,4,9,3
918,bj,27.331198,21.753038,3,2,0,6,3
921,bj,20.488884,27.41934,1,2,0,6,3
924,bj,-16.058899,0.8263363,3,2,0,7,3
925,bj,-28.324251,14.846336,0,2,0,8,6
928,bj,-24.539818,2.5171106,4,2,0,3,3
930,bj,-10.611279,18.690395,4,2,0,4,3
942,bj,-10.646444,18.658312,4,2,0,4,3
945,bj,7.361431,33.80551,0,2,3,1,6
954,bj,-16.296932,-3.25061,1,2,0,2,3
962,bj,-14.082491,-29.558826,2,3,0,0,9
994,bj,27.259537,16.988401,0,2,0,0,3
998,bj,-0.03328528,-9.866673,1,4,0,7,2
1008,bj,45.139675,-4.399863,0,0,1,2,7
1009,bj,-24.621307,7.1002474,0,2,0,2,3
1014,bj,-28.608109,5.9804015,0,2,0,2,3
1020,bj,20.900713,-22.564312,0,0,0,2,7
1029,bj,-22.512285,-18.506933,0,1,0,2,8
1030,bj,24.83829,-4.774363,0,2,3,2,3
1031,bj,-27.596092,2.2378614,0,3,2,2,9
1032,bj,-19.757662,-26.912193,1,0,0,5,8
1033,bj,15.656624,-0.23461771,0,0,0,2,7
1034,bj,-36.17567,-9.678491,0,3,0,2,9
1038,bj,-21.671991,-17.489305,0,1,0,2,8
1050,bj,-9.508062,-29.071384,1,0,0,4,7
1055,bj,-0.9779981,28.038336,0,1,3,8,6
1058,bj,4.4559035,-42.249428,2,1,0,8,6
1059,bj,45.131878,-3.585949,0,0,0,2,7
1063,bj,-32.602253,-18.55761,3,3,0,2,8
1065,bj,1.0069028,-30.66338,0,0,0,2,7
1069,bj,0.5753942,-37.45314,1,0,0,2,7
1084,bj,-7.6510277,-34.008266,0,0,3,2,7
1086,bj,-1.2248626,-29.577946,0,0,0,2,7
1095,bj,10.689256,18.013048,0,2,0,5,3
1097,bj,28.326374,-22.507154,0,0,3,2,7
1100,bj,33.84837,20.780127,0,2,0,2,3
1102,bj,22.284004,-14.004083,3,0,4,4,7
1103,bj,-30.609825,0.42607796,1,3,0,0,9
1116,bj,13.677698,-37.90216,1,0,3,2,7
1117,bj,-40.831276,-10.689547,0,3,3,2,9
1122,bj,-10.413339,-5.195296,1,4,0,2,2
1159,bj,24.270388,-2.484877,4,2,0,9,3
1160,bj,-9.558334,-33.59719,1,0,0,2,7
1161,bj,18.80843,-30.443964,1,0,3,2,7
1166,bj,23.28701,-22.558064,1,0,3,2,7
1171,bj,-28.897224,-6.0665493,0,2,0,2,3
1181,bj,-30.438295,-7.595458,0,2,0,2,3
1183,bj,0.874423,-30.402342,0,0,0,2,7
1184,bj,6.2958946,3.5490081,1,2,0,2,6
1192,bj,0.6691009,9.068279,0,2,0,6,2
1202,bj,18.557161,-20.45022,0,0,2,2,7
1207,bj,10.329897,6.9745245,1,2,2,2,3
1208,bj,31.02486,-16.626326,0,0,0,2,7
1210,bj,8.983432,28.324398,1,2,0,2,6
1212,bj,12.17375,-33.107655,3,0,0,4,7
1224,bj,-16.648937,8.554127,0,2,0,2,3
1226,bj,43.313927,15.743054,1,2,2,7,3
1239,bj,45.124905,-3.4588149,0,2,0,2,3
1243,bj,-5.494616,-33.944763,0,0,0,3,7
1247,bj,22.307005,-19.904215,0,0,2,2,7
1261,bj,-28.596945,5.912414,0,2,0,2,3
1266,bj,20.08171,24.517813,4,2,4,1,3
1271,bj,-21.360718,2.871632,0,2,0,6,3
1273,bj,-21.944471,2.8936892,0,2,0,8,3
1282,bj,-30.746473,15.283379,2,2,0,6,8
1291,bj,-20.334734,3.6038854,1,2,0,2,3
1300,bj,17.833473,8.2289295,0,2,2,2,3
1308,bj,-20.718054,2.9838889,1,2,0,2,3
1330,bj,-32.316193,-0.01051436,3,3,0,2,9
1336,bj,18.174677,8.821517,0,2,2,2,3
1355,bj,10.182687,17.778091,4,2,0,9,3
1361,bj,23.868357,8.853453,2,2,4,4,3
1367,bj,-5.348705,-34.5485,1,0,0,2,7
1369,bj,26.426035,15.920451,3,2,0,7,3
1377,bj,10.589567,28.427828,2,2,0,3,6
1380,bj,-44.21846,-9.274852,3,3,3,0,4
1388,bj,-33.34503,-24.720089,0,3,0,2,8
1389,bj,-36.71045,-18.360403,3,3,0,0,9
1396,bj,-33.30497,10.23855,2,3,4,1,9
1411,bj,28.0227,12.932263,0,2,0,4,3
1413,bj,-42.880924,-14.130717,4,3,2,9,4
1414,bj,-19.913187,-9.654322,3,2,0,5,3
1415,bj,-24.509338,-13.207741,3,4,0,7,4
1416,bj,-22.388132,-14.141118,3,0,0,5,7
1417,bj,-25.114073,-12.409476,3,4,0,7,2
1418,bj,-5.872043,-17.984978,1,4,0,7,5
1421,bj,-25.822933,-7.8193336,4,3,0,9,4
1424,bj,-45.74137,-15.724721,3,3,0,4,4
1427,bj,25.313553,25.513878,0,2,0,5,3
1428,bj,-16.0689,14.045781,4,1,3,3,0
1430,bj,-16.716051,10.9617195,3,2,0,7,3
1431,bj,-25.839582,-11.600623,3,3,0,7,4
1432,bj,5.6376166,-12.763061,1,4,0,7,2
1433,bj,-38.443035,-8.277682,3,3,0,7,9
1435,bj,-4.4367385,-22.428339,3,4,0,6,5
1437,bj,1.8101908,-6.576793,1,4,0,7,2
1438,bj,-8.57756,-21.048508,3,4,0,6,2
1439,bj,-26.636295,-25.563662,2,2,0,6,8
1440,bj,-45.03718,-13.4039545,3,3,0,0,0
1441,bj,-20.21661,-2.8328183,2,2,0,4,3
1442,bj,44.071285,3.0051005,3,2,0,5,3
1445,bj,-32.657204,12.144243,2,3,4,1,9
1447,bj,33.01111,0.80132824,1,2,0,7,3
1451,bj,-24.578653,8.121326,2,2,0,6,3
1453,bj,-18.375797,4.4264836,3,2,0,5,3
1454,bj,-15.822971,-22.0302,3,2,0,4,3
1455,bj,36.333294,-9.744912,0,0,0,6,2
1457,bj,-36.75697,-26.40844,3,3,0,0,8
1460,bj,-8.218511,-19.8611,1,4,0,2,2
1463,bj,-11.563064,7.1219616,0,2,0,0,3
1464,bj,-44.645744,-15.290034,3,3,0,0,4
1466,bj,-4.899529,-13.562937,3,4,0,4,2
1467,bj,-4.8080406,-27.422983,1,0,0,2,7
1469,bj,14.228166,-1.661317,3,4,0,4,2
1472,bj,-45.35036,-15.594193,3,3,0,0,4
1474,bj,-19.938904,-15.19551,2,1,0,7,6
1476,bj,37.84239,-10.282117,1,4,0,5,2
1480,bj,39.479725,4.576984,2,2,2,8,3
1481,bj,-14.660613,0.16963784,3,2,0,9,3
1482,bj,-8.367189,-22.448307,1,4,0,7,2
1483,bj,-32.376255,-12.186592,3,3,0,7,9
1484,bj,-26.278736,10.805472,1,2,3,5,6
1489,bj,-17.373348,6.70668,3,2,0,0,3
1490,bj,-7.982413,-34.398052,0,0,0,5,7
1497,bj,8.434268,-33.52503,3,0,3,7,7
1499,bj,33.315823,21.619562,1,2,0,2,3
1500,bj,1.6851928,-8.427017,3,4,0,7,2
1502,bj,31.358292,-0.49279606,4,2,0,3,3
1503,bj,-29.568764,4.4721293,0,3,0,2,9
1505,bj,6.504761,-32.504814,3,0,0,7,7
1509,bj,16.771519,-24.33647,1,0,0,7,7
1547,bj,4.3036895,18.254387,2,1,3,1,0
1549,bj,-40.80078,14.125483,2,4,0,6,5
1558,bj,4.315404,17.764065,2,1,3,8,0
1559,bj,-5.8281884,-15.925202,3,4,0,6,5
1560,bj,21.71072,31.336271,0,1,0,8,6
1564,bj,31.283033,10.316299,1,2,1,5,3
1565,bj,-8.178443,28.184784,4,1,3,9,0
1567,bj,27.557604,-0.49737856,1,2,2,5,3
1569,bj,-13.310639,19.176,4,2,0,0,8
1570,bj,-5.005341,-11.182072,0,4,0,0,2
1572,bj,15.224059,-27.92201,1,0,0,6,6
1576,bj,21.999527,-20.739424,2,0,3,1,7
1578,bj,-10.853516,21.108072,3,2,4,4,8
1583,bj,27.70662,33.476456,0,2,2,3,3
1585,bj,14.024158,-35.924095,0,0,1,3,7
1589,bj,19.542917,-16.557343,0,0,3,3,7
1605,bj,29.10052,2.0202181,0,2,2,0,3
1610,bj,24.979382,13.33281,2,2,3,8,3
1613,bj,28.294872,28.603664,2,2,4,6,3
1614,bj,-22.065195,-1.495297,1,2,0,2,3
1616,bj,4.187892,34.46018,2,1,3,1,6
1617,bj,27.437073,16.105877,0,2,0,5,3
1625,bj,29.272266,-3.8528242,0,0,0,6,7
1632,bj,-6.4741955,-27.414528,3,0,0,4,9
1634,bj,21.65694,-29.734428,2,0,0,1,6
1644,bj,22.213844,-14.29246,0,0,0,2,7
1648,bj,40.2713,8.397224,1,2,0,2,3
1650,bj,0.11390139,35.616238,2,1,0,1,6
1655,bj,24.070677,-25.154585,1,0,3,2,7
1678,bj,11.590576,34.72609,1,2,3,1,6
1694,bj,22.551754,-24.450937,1,0,2,2,7
1698,bj,22.304777,-24.603395,2,0,0,7,7
1703,bj,-39.69979,-3.275669,3,3,0,6,4
1705,bj,-3.3372755,-1.6412072,3,4,0,7,2
1706,bj,-40.56919,-14.471068,3,3,0,5,4
1707,bj,-47.47173,-7.540542,4,3,0,9,4
1708,bj,-8.0350685,-9.826682,4,4,0,3,2
1709,bj,-24.84735,-21.736404,2,2,0,6,8
1710,bj,-22.752754,-13.212712,4,4,0,9,5
1711,bj,18.523304,31.555807,4,2,4,1,3
1712,bj,4.9096985,-14.373886,1,4,0,5,5
1713,bj,17.698542,-1.9672786,3,2,0,7,3
1716,bj,-49.413925,-7.096103,4,3,0,9,4
1717,bj,-23.294165,-10.962807,3,3,0,7,9
1718,bj,-22.871613,-9.094982,3,4,0,7,2
1719,bj,-36.70572,-12.4534855,3,3,0,7,9
1721,bj,-49.11567,-7.1457453,4,3,0,9,4
1722,bj,13.7539835,21.158075,4,2,0,5,3
1726,bj,30.576994,30.631975,4,2,2,7,3
1729,bj,-26.235916,3.8941696,1,2,0,7,3
1730,bj,0.7016487,-16.659937,3,4,0,7,5
1732,bj,-7.7865953,22.22974,4,2,2,1,3
1733,bj,11.77326,-13.231451,4,4,0,7,2
1734,bj,-36.60967,-27.53374,3,0,0,5,7
1735,bj,-2.866162,-22.98051,1,0,0,7,7
1736,bj,17.519608,-25.869236,3,0,0,5,7
1737,bj,-15.930236,-30.784409,3,3,0,7,9
1739,bj,-46.43151,-7.664338,4,3,3,3,4
1740,bj,-25.217653,-20.707153,3,2,0,5,8
1743,bj,20.026924,-27.313568,3,0,4,7,7
1744,bj,-44.33215,-15.878435,3,3,0,7,4
1745,bj,10.661011,-0.028868847,1,2,0,7,3
1746,bj,32.82354,-2.7402544,4,0,2,3,7
1747,bj,1.7004033,-13.651441,3,4,0,7,5
1748,bj,5.02956,-10.662957,3,4,0,7,2
1750,bj,-20.960184,-12.11157,3,4,0,3,5
1751,bj,6.226536,34.37853,4,2,3,3,6
1753,bj,-22.596521,-8.764394,4,2,0,7,3
1754,bj,-44.859276,-13.292232,3,3,0,7,9
1756,bj,15.467893,15.308081,1,0,1,7,7
1757,bj,-32.747375,-13.527728,3,3,0,7,9
1758,bj,6.9705663,-31.789854,3,0,0,7,7
1759,bj,-42.939804,-15.159554,4,3,0,9,4
1760,bj,17.69855,-0.82525426,3,4,0,5,2
1763,bj,-22.042828,-13.968189,4,2,0,3,3
1764,bj,-44.412983,-8.926436,1,3,0,7,9
1765,bj,1.0380305,5.6754065,4,2,0,7,2
1766,bj,7.0622015,-11.785193,3,4,0,9,2
1767,bj,7.114779,-31.47581,4,0,0,5,7
1768,bj,-38.190727,-8.49347,3,3,0,7,9
1769,bj,-27.227976,-1.4916861,4,3,0,3,9
1772,bj,-21.207455,-10.815912,4,2,0,9,3
1773,bj,21.941874,-1.0614489,3,2,0,7,3
1774,bj,-22.177286,7.341692,0,2,0,0,3
1775,bj,42.37363,16.230343,3,2,0,5,3
1776,bj,-32.348934,-15.706323,3,3,0,7,9
1780,bj,-21.307962,-14.38528,3,0,0,3,7
1781,bj,33.920464,-0.64632046,3,0,0,3,7
1782,bj,-31.25776,-12.308401,1,3,0,7,9
1785,bj,-38.518955,-7.115333,3,3,0,4,9
1787,bj,-4.197027,-37.626617,1,0,0,5,7
1788,bj,-26.024952,13.12288,2,2,4,5,6
1789,bj,32.110218,-1.0011668,1,2,3,5,3
1791,bj,-20.404823,-14.896529,3,0,0,5,7
1793,bj,-37.572018,-12.70876,1,3,3,7,9
1797,bj,-32.635334,-15.767767,3,3,0,5,8
1800,bj,-23.686453,-9.953801,3,3,0,7,9
1805,bj,15.8773155,-2.1886487,3,2,3,5,3
1806,bj,17.502607,-1.6665679,3,2,0,5,2
1808,bj,-18.915274,1.542008,3,2,0,5,3
1811,bj,-32.689064,-11.906939,3,3,0,7,9
1812,bj,-20.868969,10.590962,4,2,4,7,3
1816,bj,-3.7474344,-32.109657,3,0,0,7,7
1819,bj,-4.916979,-34.725685,1,0,0,6,7
1821,bj,-25.296076,-0.89602894,4,2,0,3,3
1829,bj,4.5419245,-9.429766,1,4,0,6,2
1830,bj,3.05695,-6.4732094,3,4,0,5,2
1831,bj,5.9931164,-11.069634,3,4,0,7,2
1833,bj,-17.471521,-6.1372237,3,2,0,5,3
1834,bj,13.014968,17.511215,3,2,0,4,3
1835,bj,12.151205,-34.298286,1,0,0,5,7
1841,bj,-17.198215,-5.704964,3,2,0,0,3
1845,bj,-21.90918,-10.29206,3,2,0,7,3
